Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
0,1.0,0.0,0.35000000000000003,0.0,0.0,0.027552929966650784,1,0,0
1,0.5,1.0,0.3375,0.0,0.0,0.040019056693663645,0,0,1
1,0.0,1.0,0.23750000000000002,0.0,0.0,0.11434016198189613,0,0,1
1,1.0,1.0,0.225,0.0,0.0,0.037510052405907574,0,0,1
1,0.0,1.0,0.375,0.125,0.0,0.5093854216293473,0,0,1
0,1.0,0.0,0.225,0.125,0.16666666666666666,0.029935016674606952,0,0,1
0,1.0,0.0,0.25,0.0,0.0,0.026869938065745592,0,0,1
0,1.0,0.0,0.45,0.125,0.0,0.0592663172939495,0,0,1
0,1.0,0.0,0.4,0.0,0.0,0.03020485945688423,0,0,1
0,1.0,0.0,0.2,0.0,0.0,0.0351279656979514,0,0,1
0,1.0,1.0,0.375,0.0,0.0,0.0295378751786565,0,1,0
0,1.0,0.0,0.225,0.0,0.0,0.031634111481657935,0,0,1
0,1.0,0.0,0.17500000000000002,0.625,0.3333333333333333,0.17875178656503096,0,0,1
0,1.0,0.0,0.36250000000000004,0.0,0.0,0.030014292520247735,0,0,1
1,0.5,1.0,0.05,0.125,0.16666666666666666,0.042432777513101476,0,0,1
1,0.5,1.0,0.17500000000000002,0.125,0.0,0.1146100047641734,1,0,0
0,1.0,0.0,0.25,0.0,0.0,0.030681276798475467,0,0,1
0,0.5,0.0,0.42500000000000004,0.125,0.0,0.09909480705097665,0,0,1
0,1.0,0.0,0.35000000000000003,0.0,0.0,0.06136255359695093,0,0,1
1,1.0,1.0,0.375,0.0,0.0,0.030030300142925202,0,1,0
0,1.0,0.0,0.375,0.125,0.0,0.06136255359695093,0,0,1
1,0.5,0.0,0.525,0.0,0.0,0.04954740352548832,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.03301572177227251,0,0,1
0,1.0,0.0,0.25,0.0,0.0,0.015292996665078608,1,0,0
0,1.0,0.0,0.375,0.0,0.0,0.02963315864697475,0,0,1
1,0.0,1.0,0.48750000000000004,0.125,0.16666666666666666,0.42261381610290616,1,0,0
1,1.0,0.0,0.2,0.0,0.0,0.030681276798475467,0,0,1
0,1.0,0.0,0.25,0.0,0.0,0.03752567889471177,0,0,1
1,1.0,1.0,0.375,0.0,0.0,0.02983973320628871,0,1,0
0,1.0,0.0,0.375,0.125,0.0,0.059075750357313,0,1,0
0,1.0,1.0,0.46875,0.0,0.3333333333333333,0.05810690805145307,1,0,0
0,0.5,0.0,0.4375,0.0,0.0,0.09909480705097665,0,0,1
0,1.0,0.0,0.45,0.0,0.0,0.02856903287279657,0,0,1
1,0.0,1.0,0.6125,0.125,0.0,0.29244097189137686,1,0,0
0,1.0,0.0,0.4,0.0,0.0,0.03187232015245355,0,0,1
1,0.0,1.0,0.6000000000000001,0.0,0.0,0.09882496426869938,0,0,1
1,1.0,1.0,0.375,0.0,0.0,0.029490233444497378,0,1,0
0,1.0,0.0,0.5,0.125,0.16666666666666666,0.059075750357313,0,1,0
0,1.0,0.0,0.23750000000000002,0.0,0.0,0.055264411624583135,0,0,1
0,1.0,1.0,0.225,0.0,0.0,0.02963315864697475,0,0,1
0,1.0,0.0,0.2625,0.0,0.0,0.029728442115292995,0,0,1
0,1.0,1.0,0.35000000000000003,0.0,0.0,0.03009356836588852,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.21532463077656028,0,0,1
0,1.0,1.0,0.375,0.125,0.0,0.055105478799428294,1,0,0
1,0.5,1.0,0.675,0.125,0.5,0.08766079085278704,0,0,1
0,1.0,0.0,0.2625,0.0,0.0,0.027632205812291567,0,0,1
0,1.0,0.0,0.1875,0.125,0.16666666666666666,0.027552929966650784,1,0,0
0,0.5,0.0,0.3125,0.125,0.0,0.09909480705097665,0,0,1
0,0.0,0.0,0.4625,0.125,0.0,0.20238208670795615,0,0,1
1,0.0,1.0,0.47500000000000003,0.125,0.0,0.2716848022868032,1,0,0
1,0.5,1.0,0.025,0.125,0.16666666666666666,0.09909480705097665,0,0,1
1,1.0,1.0,0.2,0.0,0.0,0.029474225821819914,0,1,0
1,1.0,1.0,0.275,0.0,0.0,0.0295378751786565,0,1,0
1,1.0,1.0,0.30000000000000004,0.0,0.5,0.07339990471653167,1,0,0
0,1.0,0.0,0.225,0.125,0.0,0.024757694140066698,0,0,1
1,0.0,1.0,0.47500000000000003,0.0,0.0,0.3049070986183897,0,0,1
1,1.0,0.0,0.1125,0.125,0.16666666666666666,0.06060028585040495,0,0,1
0,1.0,0.0,0.30000000000000004,0.25,0.0,0.09204383039542638,0,0,1
1,0.0,0.0,0.375,0.0,0.0,0.11624583134826107,0,0,1
1,0.0,1.0,0.375,0.125,0.0,0.3131807527393997,0,0,1
1,0.5,1.0,0.23750000000000002,0.0,0.0,0.09909480705097665,0,0,1
1,1.0,1.0,0.0125,0.125,0.16666666666666666,0.042432777513101476,0,0,1
0,1.0,1.0,0.1125,0.125,0.16666666666666666,0.05810690805145307,1,0,0
1,0.0,1.0,0.4,0.0,0.0,0.04954740352548832,0,0,1
0,1.0,0.0,0.3125,0.0,0.0,0.026869938065745592,0,0,1
0,1.0,0.0,0.35000000000000003,0.0,0.0,0.03009356836588852,0,0,1
0,1.0,0.0,0.2625,0.0,0.0,0.06136255359695093,0,0,1
1,1.0,1.0,0.30000000000000004,0.125,0.0,0.06040971891376846,0,0,1
1,0.0,1.0,0.30000000000000004,0.125,0.0,0.09909480705097665,0,0,1
1,0.0,1.0,0.5,0.125,0.16666666666666666,0.5126250595521676,1,0,0
1,0.0,1.0,0.65,0.125,0.0,0.298300905192949,0,0,1
0,0.5,0.0,0.675,0.0,0.0,0.09909480705097665,0,0,1
0,1.0,1.0,0.17500000000000002,0.0,0.0,0.029935016674606952,0,0,1
0,0.0,0.0,0.8125,0.0,0.0,0.10119104335397808,0,0,1
0,0.0,0.0,0.775,0.0,0.0,0.10119104335397808,0,0,1
0,0.5,0.0,0.65,0.0,0.0,0.05145307289185326,0,0,1
1,0.0,1.0,0.23750000000000002,0.0,0.3333333333333333,0.10017455931395902,0,0,1
0,1.0,0.0,0.21250000000000002,0.0,0.0,0.03301572177227251,0,0,1
0,1.0,0.0,0.5,0.125,0.6666666666666666,0.10633635064316341,0,0,1
1,1.0,1.0,0.225,0.0,0.0,0.037510052405907574,0,0,1
0,1.0,0.0,0.225,0.0,0.0,0.029712434492615528,0,0,1
0,1.0,0.0,0.6125,0.0,0.0,0.0,0,0,1
0,1.0,0.0,0.35000000000000003,0.0,0.0,0.029712434492615528,0,0,1
0,0.0,0.0,0.6875,0.0,0.0,0.11624583134826107,0,0,1
0,0.5,0.0,0.2,0.0,0.0,0.040019056693663645,0,0,1
0,1.0,0.0,0.42500000000000004,0.125,0.16666666666666666,0.05488327775131015,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.0,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.03223744640304907,0,1,0
1,1.0,1.0,0.375,0.125,0.0,0.06136255359695093,0,0,1
1,1.0,1.0,0.375,0.125,0.0,0.09204383039542638,0,1,0
1,0.5,1.0,0.35000000000000003,0.0,0.0,0.048213434969032874,0,0,1
1,1.0,0.0,0.07500000000000001,0.0,0.16666666666666666,0.04754645069080514,0,0,1
0,0.0,0.0,0.65,0.125,0.16666666666666666,0.30357313006193426,0,0,1
1,1.0,1.0,0.45,0.125,0.0,0.06631729394949976,0,0,1
1,1.0,1.0,0.0125,0.125,0.16666666666666666,0.042432777513101476,0,0,1
1,0.5,0.0,0.1,0.125,0.16666666666666666,0.14006669842782277,0,0,1
1,0.0,1.0,0.2625,0.0,0.0,0.2971254883277751,0,0,1
0,0.5,0.0,0.30000000000000004,0.0,0.0,0.04954740352548832,0,0,1
1,0.0,0.0,0.35000000000000003,0.0,0.0,0.10119104335397808,0,0,1
0,1.0,0.0,0.5875,0.0,0.0,0.03430204859456884,0,0,1
1,0.0,0.0,0.45,0.0,0.0,0.10057170080990947,0,0,1
1,0.0,1.0,0.225,0.125,0.0,0.8671748451643639,0,0,1
0,1.0,0.0,0.325,0.125,0.0,0.029935016674606952,0,0,1
0,1.0,0.0,0.36250000000000004,0.0,0.0,0.03614406860409718,0,0,1
1,0.0,1.0,0.45,0.125,0.3333333333333333,0.4573606479275845,0,0,1
0,1.0,0.0,0.125,0.375,0.3333333333333333,0.10633635064316341,0,0,1
1,0.0,1.0,0.375,0.0,0.0,0.4056217246307765,1,0,0
0,0.5,0.0,0.225,0.0,0.0,0.28013339685564553,0,0,1
0,0.5,0.0,0.3125,0.0,0.0,0.04954740352548832,0,0,1
0,1.0,0.0,0.275,0.0,0.0,0.027155788470700333,0,0,1
0,1.0,1.0,0.2625,0.0,0.0,0.0295378751786565,0,1,0
0,0.5,0.0,0.2,0.0,0.0,0.09909480705097665,0,0,1
0,1.0,0.0,0.21250000000000002,0.125,0.16666666666666666,0.027552929966650784,1,0,0
1,0.0,0.0,0.45,0.0,0.16666666666666666,1.0,1,0,0
0,1.0,0.0,0.375,0.0,0.0,0.027552929966650784,1,0,0
0,0.5,0.0,0.3375,0.0,0.0,0.04954740352548832,0,0,1
1,0.5,1.0,0.0625,0.25,0.16666666666666666,0.07339990471653167,0,0,1
1,0.0,1.0,0.6125,0.125,0.0,0.339606288708909,0,0,1
1,1.0,1.0,0.325,0.0,0.0,0.029935016674606952,0,0,1
1,0.0,0.0,0.375,0.0,0.0,0.10119104335397808,0,0,1
1,0.0,0.0,0.45,0.0,0.16666666666666666,1.0,1,0,0
1,1.0,0.0,0.325,0.0,0.0,0.07160552644116246,1,0,0
0,1.0,1.0,0.375,0.0,0.0,0.03301572177227251,0,0,1
1,0.5,1.0,0.41250000000000003,0.0,0.3333333333333333,0.09909480705097665,0,0,1
1,0.5,1.0,0.55,0.0,0.16666666666666666,0.22097837065269174,0,0,1
1,1.0,1.0,0.325,0.0,0.0,0.03020485945688423,0,0,1
0,1.0,0.0,0.41250000000000003,0.0,0.0,0.03301572177227251,1,0,0
1,0.0,0.0,0.325,0.0,0.0,0.11434016198189613,1,0,0
1,0.0,1.0,0.625,0.25,0.0,0.5093854216293473,0,0,1
1,0.0,1.0,0.625,0.25,0.0,0.5093854216293473,0,0,1
1,0.0,1.0,0.775,0.0,0.0,0.3049070986183897,0,0,1
0,0.5,0.0,0.525,0.0,0.0,0.04954740352548832,0,0,1
1,0.5,0.0,0.025,0.125,0.16666666666666666,0.09909480705097665,0,0,1
0,0.5,1.0,0.325,0.125,0.16666666666666666,0.09909480705097665,0,0,1
1,0.0,1.0,0.4,0.0,0.0,0.04954740352548832,0,0,1
1,0.0,1.0,0.2,0.0,0.0,0.32968080038113384,0,0,1
0,0.0,0.0,0.30000000000000004,0.0,0.16666666666666666,0.9433856121962839,1,0,0
0,0.0,0.0,0.375,0.0,0.0,0.8671748451643639,1,0,0
0,0.5,0.0,0.525,0.125,0.0,0.10290614578370652,0,0,1
0,0.0,0.0,0.3875,0.125,0.0,0.1981896141019533,0,0,1
1,1.0,1.0,0.375,0.0,0.0,0.02968080038113387,0,1,0
0,1.0,0.0,0.275,0.0,0.0,0.035636017151024296,0,0,1
0,0.0,0.0,0.4625,0.0,0.16666666666666666,0.11319676036207717,1,0,0
0,1.0,0.0,0.08750000000000001,0.5,0.16666666666666666,0.15126250595521676,0,0,1
1,0.0,0.0,0.4375,0.0,0.0,0.1001905669366365,0,0,1
0,1.0,0.0,0.525,0.0,0.0,0.03301572177227251,0,0,1
0,1.0,0.0,0.3375,0.125,0.0,0.055089852310624104,1,0,0
1,0.5,1.0,0.275,0.125,0.3333333333333333,0.15847241543592186,1,0,0
0,1.0,0.0,0.35000000000000003,0.0,0.0,0.029935016674606952,0,0,1
0,1.0,0.0,0.3125,0.0,0.0,0.027632205812291567,0,0,1
0,0.5,0.0,0.7375,0.0,0.0,0.05145307289185326,0,0,1
0,1.0,0.0,0.275,0.0,0.0,0.03009356836588852,0,0,1
0,1.0,0.0,0.48750000000000004,0.125,0.8333333333333333,0.11919961886612672,0,0,1
1,0.5,1.0,0.3125,0.0,0.16666666666666666,0.09909480705097665,0,0,1
1,1.0,1.0,0.225,0.0,0.0,0.037510052405907574,0,0,1
0,0.0,0.0,0.675,0.0,0.16666666666666666,0.2945688423058599,0,0,1
1,0.5,1.0,0.07500000000000001,0.0,0.16666666666666666,0.12577417818008574,0,0,1
1,0.5,1.0,0.35000000000000003,0.125,0.0,0.09909480705097665,0,0,1
1,0.5,1.0,0.275,0.125,0.3333333333333333,0.15847241543592186,1,0,0
0,0.5,0.0,0.41250000000000003,0.0,0.0,0.04678418294425917,0,0,1
0,1.0,0.0,0.21250000000000002,0.0,0.0,0.027155788470700333,0,0,1
0,1.0,0.0,0.325,0.0,0.0,0.030681276798475467,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.11699209147212958,1,0,0
1,0.0,1.0,0.65,0.125,0.0,0.298300905192949,0,0,1
0,0.5,0.0,0.375,0.0,0.0,0.040019056693663645,0,0,1
1,1.0,0.0,0.55,0.0,0.0,0.03020485945688423,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.027552929966650784,1,0,0
0,1.0,0.0,0.7625000000000001,0.0,0.0,0.02377322534540257,0,0,1
0,0.5,0.0,0.2625,0.0,0.0,0.28013339685564553,0,0,1
1,0.0,1.0,0.23750000000000002,0.0,0.0,0.11434016198189613,0,0,1
0,0.0,0.0,0.7000000000000001,0.0,0.0,0.11699209147212958,1,0,0
0,1.0,0.0,0.4375,0.0,0.0,0.03009356836588852,1,0,0
0,0.0,0.0,0.2625,0.0,0.16666666666666666,0.2945688423058599,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.028775607432110526,0,0,1
0,0.0,0.0,0.75,0.0,0.0,0.10119104335397808,0,0,1
1,0.0,1.0,0.375,0.0,0.0,0.118151500714626,1,0,0
0,1.0,0.0,0.375,0.0,0.0,0.030681276798475467,0,0,1
0,1.0,1.0,0.225,0.0,0.16666666666666666,0.055089852310624104,1,0,0
0,0.0,0.0,0.3875,0.0,0.0,0.19245659838018103,0,0,1
0,1.0,1.0,0.275,0.0,0.0,0.04008270605050024,0,0,1
0,1.0,0.0,0.325,0.125,0.3333333333333333,0.07841829442591709,0,0,1
0,0.5,0.0,0.3875,0.125,0.16666666666666666,0.14103554073368268,1,0,0
1,0.0,1.0,0.375,0.125,0.0,0.339606288708909,1,0,0
1,1.0,0.0,0.375,0.0,0.0,0.21532463077656028,0,0,1
0,0.0,1.0,0.3125,0.125,0.3333333333333333,0.577608384945212,0,0,1
0,1.0,1.0,0.48750000000000004,0.0,0.8333333333333333,0.1110052405907575,0,1,0
1,0.5,0.0,0.037500000000000006,0.125,0.16666666666666666,0.07146260123868509,0,0,1
0,0.0,0.0,0.47500000000000003,0.0,0.0,0.0,0,0,1
1,0.0,0.0,0.3375,0.125,0.0,0.20238208670795615,0,0,1
0,0.0,0.0,0.525,0.125,0.0,0.1981896141019533,0,0,1
1,0.0,1.0,0.7000000000000001,0.0,0.16666666666666666,0.3169444497379704,1,0,0
1,0.5,1.0,0.275,0.0,0.3333333333333333,0.18866126727012864,0,0,1
0,1.0,0.0,0.25,0.0,0.0,0.03515959980943306,0,0,1
0,0.0,0.0,0.30000000000000004,0.0,0.0,0.3018580276322058,1,0,0
